image_id,bug_ratio,max_inscribed_radius,symmetry_score,symmetry_angle,area,perimeter,eccentricity,solidity,extent,aspect_ratio,horizontal_symmetry,r_min,g_min,b_min,r_max,g_max,b_max,r_mean,g_mean,b_mean,r_median,g_median,b_median,r_std,g_std,b_std,texture_entropy,texture_energy,hu_moment1,hu_moment2,hu_moment3,hu_moment4,bug_type,species
28,0.8000226797498404,0.09162635317109666,2.3492535658886116,-1.8797616706427012,0.025923569906591764,1.627486982874567,1.5145938545055935,0.8174641471734213,0.8000226797498404,1.3471320580374413,0.9477086775919042,1.4413294790354974,1.8457351442532142,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,2.0552344813380663,2.1987781026408584,2.0190069557018777,2.418984570813269,2.560663394750882,2.275107456793339,1.446487732618099,1.6381403673053032,1.6670758861999913,1.1681412820490387,1.2385819119930697,1.1550168986232372,0.7730194101453974,1.1320267606028755,0.9745066858151071,Bee,Apis mellifera
29,1.5879029744216369,-0.17397478856526238,-0.3569255873123886,2.0391203518023833,0.7417960362122427,2.0772701295449676,1.54336821596039,1.1405140107922547,1.5879029744216369,1.387131046608773,2.1409361949420473,-0.5457975600759419,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,0.9847717134201113,1.0269400491286012,0.9474252955997347,0.9708737054022905,0.9415942810696007,0.845274235595609,1.3435603093289568,1.4299228454265762,1.2255713264230494,1.2513181677112222,0.6710893536252055,1.2332010974788645,0.7885063458326104,1.3296504484730909,1.062200111997501,Bee,Andrenidae
30,0.9806605016663124,-0.38081248869507717,0.03135285580960662,1.0593998461911123,1.0266263274335972,1.6834213371772218,0.8662022019158196,1.2331218561088144,0.9806605016663124,0.8469541121500231,1.3765707323347385,4.090832197850749,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.7914352380881597,1.4995567759566304,1.1621412413801246,1.7043324554156432,1.598607834447512,1.142032073957402,1.0427675849983362,1.011633050966359,1.1294996016627679,1.1859215259742433,1.218388018144023,1.2521113241816333,1.3847257944383435,0.8306101259725144,1.3541499383546851,Bee,Apis mellifera
31,1.2637477571256475,0.9249138721811394,1.3105131758695139,-0.9000411650314302,0.395926343456881,0.2198566294500365,0.7174262159472434,1.35883903927554,1.2637477571256475,0.7879099966768653,1.2486636262886353,1.2205375858008929,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.6492909045501938,1.7712758352563547,1.5702010796466015,1.835978897725732,2.0679032297174484,1.843459691903458,1.0717607807170366,1.2267095034902848,1.094626549609822,1.1639716943833527,1.3029344642665854,1.2754012346620374,1.5417948970460948,1.1331835272744497,0.9133090820433796,Bee,Apis mellifera
32,1.1019922566177236,0.12429581207072825,1.4145483364633122,2.0391203518023833,0.2503907852346092,0.423539888805883,0.8544279970209335,0.9645257348290491,1.1019922566177236,0.8418312786275821,0.7228296421657577,-0.10421377360673324,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,0.9051662410045253,0.97344628393113,1.097275518959559,0.7451940900135665,0.6834818136711357,0.845274235595609,1.7714527578444823,1.7023587196993004,1.5288118452040957,1.2050161277769735,1.069714309441035,1.0806514463481474,1.3101785560012436,0.9268881727732231,0.7652055991131413,Bee,Apis mellifera & Megachile centuncularis
33,0.5636195228407404,0.741990072807627,2.3941278596551925,-1.8797616706427012,0.08435486537717661,0.44380760826258897,0.8415438192066317,0.8271518180879408,0.5636195228407404,0.836320497572433,0.6949528914642472,0.7789537993316842,0.7509930658112128,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,0.7861433220062541,0.8481203736438248,0.6160045104507439,0.6699675515506586,0.7304113531981293,0.4136264707057282,1.268759786856543,1.2676011967990333,0.981165025803851,1.2193824926908816,0.7810079914815574,1.0112890873727818,1.2877967666789347,0.5513137305396432,0.6503547904416939,Bee,Apis mellifera
34,0.847674769933208,0.14955508839818596,-0.49742613429781035,1.0593998461911123,0.07322586621213868,0.4612415363617879,0.7337069780432935,0.9372398869593487,0.847674769933208,0.7938086162805913,0.6016371600262241,0.9997456925662886,2.393106183474215,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,0.6832189493422579,0.7321230876458782,0.334473575332586,0.5383211092405695,0.44883411603616735,0.14384661764955278,1.1175901669766017,1.1803549787443797,0.6607951559288703,1.2506143534072474,0.5790910688679067,0.8786196563874186,1.3270172388731247,0.4674506704376642,0.6239578932796108,Bee,Apis mellifera
35,1.8092508771405673,0.1839272149914139,-0.5605619053405472,-0.9000411650314302,-0.1818339472573258,-0.02209374910529789,1.7181363455199634,1.5542327323936749,1.8092508771405673,1.7057875701664842,1.5233893614936063,0.5581619060970798,2.393106183474215,-0.2232064998679156,0.7327137557821604,0.7338651865920623,0.6551538537952495,0.5341943884742554,0.5308985776461146,0.4301674781524844,0.29383485923611863,0.12032733934721174,0.03593467642708259,1.0265718629848044,1.2325807877153798,1.077216105070831,1.233257830567482,0.6616364613073048,1.2438763715708347,0.650921765676732,1.7282671495815036,1.5160966682768844,Bee,Apis mellifera
36,1.01558522767573,0.29119444971043357,0.22582613178570218,2.0391203518023833,0.21084800945315715,0.4858990526355196,0.6368885939847545,1.0854698707085666,1.01558522767573,0.7605293064486253,0.6812895666140192,1.4413294790354974,3.4878482619162163,2.7768808639481546,1.2487093584456535,1.2935702168906256,1.114611548186548,1.2922983510287354,1.2540986430271686,0.8158697349886477,1.4410395707954653,1.5282135251570215,1.0341201327349319,1.097259084265247,1.0948340817691968,0.6073943498346804,1.2147155664773461,0.6990466651177024,1.0877847845239375,1.5308763496587185,0.6903890617518742,1.1955039843087545,Bee,Apis mellifera
37,0.8058678481203259,-0.14406209166068484,1.6691766514131747,0.07967994410269469,0.3070279953230573,0.4834625664787353,1.1622713251877712,0.9995325799439231,0.8058678481203259,1.00946310402737,0.6025172461164751,1.882913265504706,4.035219301137217,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.8703395275224508,1.9300652177958348,1.5206536954861591,2.0616585131144562,2.255621387825423,1.6546137947641353,1.586684513020077,1.7617984286784933,1.3203337731782196,1.1485961130639684,1.3542812370209738,0.9634380920924283,0.9729681244615038,0.6451028114229057,0.6891023745783814,Bee,Apis mellifera
38,1.4335911365805227,0.9865925792667519,1.509153908275822,0.07967994566298067,0.4161918135521684,0.32535891102726394,1.2261546474757923,1.4553376858221188,1.4335911365805227,1.0555486872500124,1.107560493138583,-0.5457975600759419,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.2940508942022848,1.3520122171290012,1.0721688446375637,1.2717798592539222,1.3874249065760405,1.0341201327349319,0.9561294515113133,1.068134767317522,0.95263050873336,1.1624451998104546,1.412081349927677,1.3850971102076375,1.128873986287893,1.259107851616258,1.250526489700173,Bee,Apis mellifera
39,1.4739284488755588,1.5310429555675293,1.6570209076153437,2.0391203518023833,0.9036160579143606,0.7184258573417611,0.8948839418097779,1.2684510258257617,1.4739284488755588,0.8597913346328223,1.0579733702781267,0.3373700128624755,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,0.9317302426903629,0.7871305452627363,0.5623484127069069,0.8580338977079285,0.777340892725123,0.4945604266225809,1.0850719589878823,1.0270260680798662,0.8677554033184395,1.00836285405356,2.253785852386762,1.3047693358658254,1.3840092878431578,1.0762808672753394,1.391388680452597,Bee,Apis mellifera
40,1.3354307037421695,0.5780045193937209,-0.15265150121185792,-1.8797616706427012,0.712373845916027,0.7365018718682107,0.5016550731997771,1.0254956176918124,1.3354307037421695,0.7205668317163534,1.6360713606273325,1.2205375858008929,2.393106183474215,-0.2232064998679156,0.7490945685651283,0.608558090256563,0.4090158032284824,0.7992739432850419,0.8546128466783218,0.6351550872879276,0.9144538015551095,0.9415942810696007,0.6834063237619037,0.6518632922319336,0.596110601192066,0.3502715585907866,1.1897189850328578,1.1834109415028609,1.137611816084072,1.7031366061546012,0.7810928466407157,0.9460386007776189,Bee,Andrenidae
41,1.5407362578623212,0.2953038207896079,-0.18848761945826478,-0.9000411650314302,0.20425484692015797,0.21386889466738493,1.9511997885625474,1.3059230739661,1.5407362578623212,2.5815753461720026,1.5382103056547682,1.2205375858008929,2.393106183474215,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.213134677021452,1.472715932658219,1.1592957420723566,1.1213267823281066,1.340495367049047,0.9531861768180792,1.2906716430778593,1.49653431601333,1.2851419264345434,1.2062628753696865,1.0970997970264387,0.9481268394740959,0.3108365784278346,1.0933871917794902,0.7581686057778029,Bee,Andrenidae
42,0.8263723564953848,1.1606419063184816,1.4606872982815489,-0.9000411650314302,0.5798585687401879,0.6387567248913639,0.4607406021717051,1.1234293373769855,0.8263723564953848,0.7097937428037486,1.6388019207018498,0.1165781196278711,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.2271486324930811,1.3468101655141578,1.136363418816649,1.1401334169438335,1.3874249065760405,1.1150540886517843,0.9304715329051874,1.0593956205286343,0.9030149218476534,1.1422381262761336,1.517267336378287,1.3396988873254685,1.8511068759940597,2.203988193361255,1.291463974131969,Bee,Apis mellifera
43,0.6473871792032824,1.3513896482659515,0.8175771296020072,1.0593998461911123,1.1763980330818622,0.8656288784745109,1.54364116463687,0.9332591631598748,0.6473871792032824,1.3875236281935088,0.5304041876325148,1.882913265504706,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.4290644979831264,1.184450548474807,1.142049855786361,1.5162661092583734,1.2231715182315628,1.4118119270135774,0.9929668819035065,1.0421436813577991,0.8973638397856629,1.187423716136875,1.2712049059007338,1.0842682641347694,0.7138112888281649,1.164090345331946,1.182274864407633,Bee,Apis mellifera
44,0.8692816167286076,0.3451878608743697,0.8331520411624574,-1.8797616706427012,0.5118655676550999,0.3863172485004154,0.20312927133109346,1.0567884017796478,0.8692816167286076,0.6537217089056812,0.6811213827308482,1.4413294790354974,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.5781042119529936,1.5970589408179494,1.4415253714135654,1.6102992823370081,1.7393964530284929,1.5736798388472828,1.0047248603343046,1.0522475276456507,1.0075125927608057,1.0733813210818643,1.8384190036405597,1.103854625165356,2.0614695738562783,0.5973423375017947,0.8912967109800337,Bee,Apis mellifera
45,1.3427920005332805,0.885427584764752,0.1768972005696029,-1.8797616706427012,0.6149991530760809,0.6546823171484314,1.360782209018278,1.0926787232881383,1.3427920005332805,1.1713611788287392,1.1736795482702018,1.4413294790354974,2.9404772226952156,-0.2232064998679156,1.084901230615973,0.9761255728406941,1.2130667684132548,0.8670182298629394,0.9392003935918593,0.41132462071863074,0.7075808207821126,0.8477352020156135,0.14384661764955278,0.9186973903213155,0.9537257981041348,0.8700554032114262,1.2460260651469095,0.7450630746469055,1.210456941055846,0.9279604369007951,1.453480246734182,1.8904432302453151,Bee,Megachile centuncularis
